,title,content
12,无期徒刑 受贿 副总经理 杜光义案,17 上午 黔东南州 中级 人民法院 一审 公开 宣判 股份 有限公司 副总经理 集团 有限责任 董事 销售 有限公司 董事长 杜光义 受贿案 被告人 杜光义 受贿罪 判处 无期徒刑 剥夺 政治权利 终身 并处 没收 财产 杜光义 受贿 所得 财物 孳息 依法 予以 追缴 上缴国库 审理 查明 2000 被告人 杜光义 利用 销售 有限公司 股份 有限公司 助理 副总经理 集团 有限责任 董事 兼任 销售 有限公司 董事长 职务 便利 获取 变更 经营权 物资供应 谋取 利益 非法 收受 给予 财物 折合 10259.590717 黔东南州 中级 人民法院 被告人 杜光义 受贿罪 杜光义 受贿 4781.3 未遂 到案 如实 供述 罪行 主动 交代 办案 机关 尚未 受贿 事实 认罪 悔罪 退赃 受贿 赃款赃物 追缴 法定 酌定 处罚 情节 依法 处罚 法庭 作出 判决 2019 12 纪委 监委 网站 官微 公布 股份 有限公司 副总经理 杜光义 开除党籍 同月 杜光义 立案 调查 2020 检察机关 依法 杜光义 涉嫌 受贿案 提起公诉 杜光义 简历 杜光义 汉族 1955 10 月生 仁怀 1979 10 中国共产党 1976 参加 工作 大专 学历 1999 销售 有限公司 2001 股份 有限公司 助理 2010 股份 有限公司 副总经理 2011 12 集团 有限责任 党委委员 董事 股份 有限公司 副总经理 2012 兼任 销售 董事长 2015 12 办理 退休 手续
13,受贿 金额 副总 杜光义 一审 被判 无期,今日 17 黔东南州 中级 人民法院 官微 发布 消息 集团 有限责任 简称 集团 党委委员 股份 有限公司 简称 SH600519 股价 1951 市值 2.45 万亿元 副总经理 杜光义 受贿案 迎来 一审判决 今日 上午 黔东南州 中级 人民法院 一审 公开 宣判 杜光义 受贿案 杜光义 受贿罪 判处 无期徒刑 剥夺 政治权利 终身 并处 没收 财产 杜光义 受贿 所得 财物 孳息 依法 予以 追缴 上缴国库 资料 杜光义 仁怀 生于 1955 10 1976 参加 工作 1999 44 杜光义 销售 有限公司 简称 销售 2001 助理 2010 年任 副总经理 2011 12 升任 集团 党委委员 董事 副总经理 2012 兼任 销售 董事长 办理 退休 手续 2019 12 纪委 监委 网站 发布 消息 杜光义 违纪 违法 开除党籍 移送 检察机关 依法 审查起诉 经查明 2000 杜光义 利用 销售 助理 副总经理 集团 董事 兼任 销售 董事长 职务 便利 获取 变更 经营权 物资供应 谋取 利益 非法 收受 给予 财物 折合 10259.590717 黔东南州 中级 人民法院 杜光义 受贿罪 杜光义 受贿 4781.3 未遂 到案 如实 供述 罪行 主动 交代 办案 机关 尚未 受贿 事实 认罪 悔罪 退赃 受贿 赃款赃物 追缴 法定 酌定 处罚 情节 依法 处罚 法庭 作出 判决
14,副总经理 杜光义 受贿 被判 无期徒刑,红星 资本 17 消息 黔东南州 中级 人民法院 官方 微信 公众 发布 消息 股份 有限公司 600519 SH 副总经理 集团 有限责任 董事 销售 有限公司 董事长 杜光义 判处 无期徒刑 17 上午 法院 一审 公开 宣判 杜光义 受贿罪 判处 无期徒刑 剥夺 政治权利 终身 并处 没收 财产 杜光义 受贿 所得 财物 孳息 依法 予以 追缴 上缴国库 审理 查明 2000 杜光义 利用 销售 有限公司 股份 有限公司 助理 副总经理 集团 有限责任 董事 兼任 销售 有限公司 董事长 职务 便利 获取 变更 经营权 物资供应 谋取 利益 非法 收受 给予 财物 折合 10259.590717 黔东南州 中级 人民法院 杜光义 受贿罪 杜光义 受贿 4781.3 未遂 到案 如实 供述 罪行 主动 交代 办案 机关 尚未 受贿 事实 认罪 悔罪 退赃 受贿 赃款赃物 追缴 法定 酌定 处罚 情节 依法 处罚 法庭 作出 判决
15,受贿 副总经理 杜光义 一审 被判 无期,黔东南州 中级 人民法院 官微 消息 17 上午 黔东南州 中级 人民法院 一审 公开 宣判 股份 有限公司 副总经理 集团 有限责任 董事 销售 有限公司 董事长 杜光义 受贿案 被告人 杜光义 受贿罪 判处 无期徒刑 剥夺 政治权利 终身 并处 没收 财产 杜光义 受贿 所得 财物 孳息 依法 予以 追缴 上缴国库 审理 查明 2000 被告人 杜光义 利用 销售 有限公司 股份 有限公司 助理 副总经理 集团 有限责任 董事 兼任 销售 有限公司 董事长 职务 便利 获取 变更 经营权 物资供应 谋取 利益 非法 收受 给予 财物 折合 10259.590717 黔东南州 中级 人民法院 被告人 杜光义 受贿罪 杜光义 受贿 4781.3 未遂 到案 如实 供述 罪行 主动 交代 办案 机关 尚未 受贿 事实 认罪 悔罪 退赃 受贿 赃款赃物 追缴 法定 酌定 处罚 情节 依法 处罚 法庭 作出 判决
16,今日 北向 资金 净流入 91.68 大幅 买入,17 北向 资金 当日 成交 净买额 91.68 股通 当日 成交 净买额 57.45 深股通 当日 成交 净买额 34.23 交易所 公布 深港 十大 成交 今日 北上 资金 大幅 买入 10.87 买入 赣锋 锂业 3.05 买入 中免 2.25 大幅 卖出 宁德 时代 8.20 06 16 日获 股通 增持 10.62 万股 中免 06 16 日获 股通 增持 80.81 万股 宁德 时代 福建省 能化 集团 签署 战略 合作 协议 长安 华为 宁德 时代 合作 维塔 科技 智能 电动车 重庆 车展 首发
17,北向 资金 今日 净流入 91.68 大幅 买入 10.8,17 北向 资金 当日 成交 净买额 91.68 股通 当日 成交 净买额 57.45 深股通 当日 成交 净买额 34.23 交易所 公布 深港 十大 成交 今日 北上 资金 大幅 买入 10.87 买入 赣锋 锂业 3.05 买入 中免 2.25 大幅 卖出 宁德 时代 8.20
19,北向 资金 今日 大幅 买入 91.68 买入 10.8,北向 资金 今日 大幅 买入 91.68 东方 财富 赣锋 锂业 获净 买入 10.87 6.07 3.05 宁德 时代 卖出 居首 金额 8.2
21,研报 偷偷 发力 酿酒 家电 汽车 消费,今日 17 两市 全线 低开 股指 盘初 震荡 拉升 跳水 回落 伴随 新能源 赛道 爆发 促使 股指 再度 企稳 上行 两市 整体 走势 震荡 偏强 盘面 锂电 光伏 风电 新能源 产业链 爆发 酿酒 家电 汽车 消费 悄然 走强 行业 概念 板块 涨跌 局部 赚钱 效应 仍存 值得 关注 汽车 整车 板块 之中 中通 客车 涨停 小康 股份 东风汽车 安凯 客车 涨幅 靠前 酿酒 板块 燕京啤酒 老白干 水井坊 金枫 酒业 走强 家电行业 之中 春兰 股份 涨停 小熊 电器 火星人 九阳 股份 涨幅 居前 山西 证券 指出 经济周期 金融 周期 错位 前景 中性 乐观 短期内 概率 震荡 调整 中长期 收获 结构性 基础 热点 分散 板块 轮动 加剧 背景 之下 隐藏 投资 机会 机构 研报 主题 可供参考 主题 酿酒 东兴 证券 提到 基本面 角度 疫情 食品饮料 悲观 全国 防疫 管控 水平 恢复 2019 水平 食品饮料 整体 需求 进一步 提振 复苏 角度 餐饮 礼赠 相关 上下游 产业链 最先 受益 预期 防控 措施 放开 餐饮 恢复 宴席 市场 恢复 调味品 预制 菜等子 行业 带动 乡村 宴席 市场 高端 受益 餐饮 夜场 渠道 开放 高端 啤酒 消费 扭转 食品饮料 黑暗 展望 下半年 疫情 变化 不确定性 建议 两条 配置 主线 一是 复苏 主线 重点 关注 高端 调味品 板块 一是 业绩 确定性 主线 建议 关注 高端 五粮液 行业 东亚 证券 指出 月份 上海 北京 地堂 消费 场景 恢复 全国 物流 加速 好转 常会 近日 推出 刺激 餐饮 零售 消费 相关 政策 端午 旺季 618 电商 促销 到来 暑期 宴请 背景 下游 需求 有望 快速 恢复 同期 水平 行业 需求 转好 前提 业内 三线 酒企 基本面 修复 叠加 前期 基数 业绩 环比 有望 增长 高端 高端 企对 业绩 目标 展现出 较强 信心 五粮液 给出 双位数 增长 业绩 指引 目标 东方 证券 周期 啤酒 板块 延续 销量 零增长 营收 个位数 增长 盈利 双位数 增长 趋势 边际 疫情 啤酒 产销量 下滑 幅度 较大 啤酒 消费 月份 疫情 大幅度 反弹 啤酒 消费量 损失 有限 行业 结构 升级 趋势 推进 22Q1 包括 重啤等 在内 啤酒 价均 稳定 提升 原材料 大麦 价格 上行 趋势 玻璃 铝锭 瓦楞纸 价格 扭转 趋势 同比 上涨幅度 收窄 啤酒 采购 周期 原材料 成本 同比 压力 时刻 关厂 去产 停止 价格战 行业 共识 竞争 格局 优化 背景 看好 啤酒 行业 盈利 改善 空间 业绩 弹性 截图 东方 证券 研报 主题 家电 中信证券 市场 迎来 快速 修复 成长 风格 领跑 家电行业 618 大促 刺激 小家电 景气 新兴 品类 投影 代表 成长 呈现 表现 受制于 疫情 扰动 地产 销售 疲软 外部环境 抑制 整体 表现 偏弱 展望 后市 二季度 业绩 布局 确定性 成长 边际 改善 价值 受益 小家电 投影 代表 成长 股在 618 大促 热度 散去 普涨 分化 确定性 增长 有望 延续 强劲 表现 疫情 管控 推进 原材料 边际 企稳 地产 政策 调控 前期 压制 白电 传统 厨电 负面 因素 呈现 边际 改善 态势 白电 厨电 龙头 有望 迎来 估值 修复 价值 回归 补涨 展望 2022Q2 光大 证券 指出 家电 板块 盈利 回升 估值 偏低 配置 临近 盈利 回升 增长 政策 持续 发力 家电 需求 起稳 成本 预计 叠加 基数 22 上游 成本 压力 边际 递减 利润 改善 估值 偏低 核心 家电 整体 PE 大盘 估值 略低于 历史 均值 建议 关注 三条 主线 受益 基本面 复苏 传统 龙头 关注 海尔 智家 美的 集团 格力电器 老板 电器 受益 国内 经济 复苏 汇率 海运 外部 因素 缓解 小家电 关注 苏泊尔 新宝 股份 小熊 电器 景气 高位 新兴 家电 相关 标的 科沃 极米 科技 天风 证券 近期 市场 交易 围绕 业绩 确定性 业绩 增长 背后 驱动力 内生 增长 收入 增长 驱动 结构 升级 表现 品种 清洁 电器 护理 家电 盈利 能力 修复 主导 品种 厨小电 去年 成本 高位 需求 双重 下低 基数 电则 稳定 需求 延至 3Q 截图 天风 证券 研报 主题 汽车 光大 证券 提到 中下旬 月初 汽车 相关 扶持 政策 相继 落地 判断 汽车行业 经历 2015 利好 政策 扶持 力度 最为 密集 阶段 国家 层面 政策 覆盖 2.0 排量 燃油 购置税 优惠 省市 加码 新能源 补贴 预计 消费 释放 潜力 预计 新能源 有望 稳健 销量 爬坡 节奏 此轮 政策 扶持 增量 燃油 联会 数据 乘用车 日均 批发 3.3 万辆 同比 7% 环比 17% 预计 车市 有望 呈现 供应链 恢复 留存 订单 加速 交付 趋势 看好 2H22E 供需 双向 优化 驱动 产销 释放 前景 华泰 证券 指出 疫情 国内 厂商 新车型 发布 2H22 迎来 投放 高峰期 国内 自主 品牌 燃油 新能源 车上 同步 发力 升级换代 车款 全新 车型 投放 紧密 势力 品牌 新车型 性能 功能 升级 新车型 投放 加速 配合 本轮 购置税 减免 地方 刺激 政策 提振 2H22 乘用车 销量 重点 推荐 正处 产品 周期 国内 自主 品牌 龙头 长城汽车 长安汽车 吉利 汽车 证券 复工 复产 政策 周期 刺激 汽车行业 需求 有望 疫情 回补 行业 拐点 向上 时刻 来临 有望 迈入 供需 两旺 阶段 下半年 汽车 产销 增速 有望 持续 上行 叠加 原材料 价格 企稳 回落 汽车 板块 利润率 ROE 有望 转向 截图 自信 证券 研报 主题 有色 东吴 证券 提到 推荐 有色金属 板块 碳中 背景 供给 天花板 约束 全球 大宗 商品资本 开支 叠加 能源需求 景气 国内 增长 发力 有色金属 整体 供需 看好 供需 偏紧 大宗 商品 行业 电解铝 估值 成长 能源 材料 板块 稀土 磁材 推荐 驰宏 股份 华宏 科技 建议 关注 索通 发展 资源 永兴 材料 紫金 矿业 铜陵 有色 赤峰 黄金 神火 股份 云铝股份 贵金属 川财 证券 指出 地缘 滞胀 风险 金价 提供 长期 支撑 通胀 预期 原油 商品 地缘 冲突 支撑 高位 震荡 叠加 疫情 地缘 政治 大宗 商品价格 高企 带动 通货膨胀 短期内 难以 解决 全球 经济 面临 经济 滞胀 贵金属 价格 高位 建议 关注 山东 黄金 赤峰 黄金 新能源 金属 华安 证券 市场需求 提升 需求 恢复 时间 下游 交易 谨慎 建议 重点 关注 产业 一体化 布局 标的 华友 钴业 寒锐 拥有 高锂 资源 自给率 龙头企业 赣锋 锂业 天齐 锂业 盐湖 相关 标的 盐湖 股份 西藏 珠峰 西藏 矿业 资源 云母 相关 标的 永兴 材料 江特 电机 锂辉石 相关 标的 川能 动力 东方 证券 预计 2023 梯形 走势 高位 2023 上半年 迎来 向下 拐点 资源 股价 提前 锂价 快速 反转 悲观 预期 后续 供需 吃紧 持续 兑现 资源 迎来 估值 修复 机会 下半年 供过于求 下行 周期 下半年 迎来 印尼 镍铁 印尼 电池 产能 双重 投放 2023 预计 供应 过剩 13.5 17.6 万吨 上半年 过剩 幅度 不到 万吨 处紧 平衡 状态 下半年 下行 周期 需求 周期 下行 大型 铜矿 产能 释放 走势 延续 2023 全球 精炼 供应 中枢 2584 2717 万吨 同比 增速 4.1% 5.1% 短期 供给 宽松 需求 面临 周期 下行 压力 22H2 我国 增长 美国 通胀 铜价 支撑 缓慢 震荡 下行 2023 供给 释放 加速 下行 延续 走势 国内外 铝价 倒挂 收敛 国内 铝价 有望 上行 受益 出口 需求 边际 变化 国内 电解铝 供需 格局 好转 预计 2023 供给 缺口 41 140 万吨 18 221 万吨 海外 铝价 筑底 国内 需求 边际 好转 国内外 铝价 倒挂 情况 收敛 国内 铝价 有望 反弹 上行 截图 东方 证券 研报 主题 新能源 设备 中银国际 证券 一季度 疫情 扰动 需求 后移 存量 低价 订单 确认 原材料 持续 高位 大部分 零部件 环节 收入 盈利 承压 整机 海缆 轴承 稳健 增长 态势 下半年 装机 需求 密集 释放 风机 价格竞争 恢复 理性 原材料 高位 稳步 回落 预计 行业 利润率 水平 环比 大幅 改善 零部件 更是 有望 迎来 价齐升 22H1 风电 设备 行业 利润 周期 低点 下半年 技术壁垒 竞争 格局 增长 确定性 零部件 龙头 再迎 布局 时间 窗口 展望 下半年 平安 证券 海外 市场 海上 风电 政策 有望 加码 英国 第四轮 海上 风电 CFD 招标 有望 发布 项目 规模 有望 接近 10GW 海外 大型 海上 风电 项目 落地 国内 风机 大型化 进一步 加速 下半年 国际 风能 展上 风机 有望 推出 更大 单机 容量 新品 打开 进一步 空间 因素 强化 市场 国内外 海上 风电 未来 发展前景 预期 陆上 风电 下半年 需求 旺季 盈利 情况 修复 陆上 风机 招标 有望 持续 放量 风机 大型化 趋势 放缓 招标 价格 有望 企稳 回升 分散式 风电 步入 政策 落地 示范 项目 有望 开启 申报 打开 陆上 风电 需求 进一步 放量 空间 预期 国泰君安 证券 提到 二季度 业绩 光伏 设备 锂电 设备 刀具 示波器 行业 业绩 下半年 风电 设备 自动化 工程机械 有望 迎来 较大 改善 重点 推荐 新能源 设备 风电 设备 锂电 设备 光伏 设备 国产 刀具 示波器 边际 改善 自动化 工程机械
22,家电 板块 直线 拉升 宁王 狂涨 牛市 旗手 大跌,近日 牛市 旗手 券商 引爆 牛市 味道 画风 券商 龙头股 光大 证券 尾盘 跳水 今天上午 重挫 8% 上午 部门 出手 鼓励 绿色 智能 家电 下乡 家电 板块 瞬间 直线 拉升 市场 整体 低迷 3000 下跌 重仓股 强劲 上扬 宁德 时代 大幅 上涨 上午 收盘 上证指数 微跌 0.02% 深证 成指 上涨 0.13% 创业板 指数 0.82% 科创 50 指数 微跌 0.12% 3334 下跌 1388 上涨 6574 锂电 新能源 家电 领涨 旅游 传媒 券商 跌幅 靠前 上午 收盘 北上 资金 买入 22 引领 牛市 味道 券商 龙头 大跳水 券商 牛市 旗手 市场 风向标 光大 证券 近日 连续 更是 手中 领头羊 尾盘 跳水 今天上午 暴跌 8% 牛市 味道 风向 发生变化 昨日 光大 证券 全资 子公司 光大 证券 香港 谴责 罚款 香港 证监会 公告 光大 证券 香港 有限公司 违反 打击 洗钱 监管 香港 证监会 谴责 罚款 380 万港元 券商 板块 整体 下跌 锦龙 股份 中银 证券 长城 证券 大幅 下跌 部门 出手 家电 直线 拉升 工信部 部门 发文 鼓励 条件 地方 绿色 智能 家电 下乡 以旧换新 上午 盘中 家电 直线 拉升 盘中 跌超 1.5% 直线 拉升 涨超 1.5% 家电 板块 市值 1.5 万亿元 小熊 电器 大涨 8% 春兰 股份 九阳 股份 涨超 5% 格力 大涨 2% 美的 涨近 2% 今日 上午 工信部 部门 发布 推动 轻工业 高质量 发展 指导 意见 提出 加快 完善 家用电器 照明 产品 终端 用能 产品 能效 标准 节能 空调 冰箱 热水器 高效 照明 产品 可降解 材料 制品 VOCs 油墨 绿色 节能 轻工产品 消费 引导 工业 产品 绿色 设计 方式 增强 绿色 产品 服务 供给 能力 完善 政府 绿色 采购 政策 加大 绿色 低碳 产品 采购 力度 鼓励 条件 地方 绿色 智能 家电 下乡 以旧换新 核心 资产 表现 强劲 宁德 时代 大涨 3300 多股 下跌 重仓股 核心 资产 指数 组合 概念 板块 逆势 走强 重仓 指数 上涨 0.77% 容百 科技 泰来 华友 钴业 赣锋 锂业 纷纷 大涨 新能源 概念 表现 强劲 宁德 时代 两大 龙头 大幅 上涨 2.93% 4.23% 新股 破发 一签 新股 上市 创业板 瑞泰 瑞泰新材 美农 美农 生物 大涨 77% 58% 瑞泰 盘中 一签 9000 北交所 新股 天润 大跌 8%
23,解读 五线 战略 目标 直指 世界 一流,16 股份 有限公司 简称 年度 股东大会 董事长 行业 消费市场 变化 五线 战略 蓝图 延伸 解读 打造 世界 一流 上市 目标 分析 行业 形势 消费市场 变化 供给 行业 处于 新格局 形成期 原产地 主产区 进一步 优化 产业布局 加速 名企 名酒 酒企 格局 调整 需求 行业 处于 消费 升级 年轻 群体 个性 需求 消费 场景 拓展 驱动 酒企 加速 转型 升级 升级 变化 美好生活 向往 追求 世界 一流 目标 此前 提出 五线 战略 股东大会 延伸 提出 五线 发展 道路 五种 颜色 代表 目标 蓝图 绿色 发展 科技 创新 文化 赋能 环保 五条 战略 路线 本次 丁雄 军用 五个 五个 五线 战略 延伸 解读 蓝线 美好 打造 世界 一流 上市 十四五 目标 营收 目标 1259 增速 15% 增速 目标 提高 4.5 百分点 增长额 164 绿线 更具 美态 打造 行业 生态 环保 标杆 发展 目标 实施 节能 降碳 增效 绿色 产品设计 产业链 绿色 转型 绿色 科技 创新 绿色 低碳 生活 五大 专项 推进 酿造 废弃物 资源化 利用 厂区 管网 升级 改造 埋式 固废 收集 三生 生态 湿地 项目 建设 白线 兴美业 提高 创新 现代化 建设 核心 地位 介绍 推进 200 余项 科技 创新 产品 包括 珍品 冰淇淋 产品 推进 智慧 上线 启动 建设 习水 同民 一期 项目 推进 万吨 酱酒 系列 技改 工程 紫线 富美韵 文化 五线 战略 组成部分 构建 文化 体系 开发 文化 产品 文化 活动 打造 文化 场景 四大 领域 文化 资源优势 转化 发展 优势 赋能 高质量 发展 红线 美行 环保 高质量 发展 守住 底线 红线 实行 系统 全过程 覆盖 生产 责任制 遏制 安全事故 发生 实行 生态 环境保护 制度 末端 治理 转向 源头 预防 局部 治理 转向 全过程 控制 守好 绿水青山
