,remark
2644,丘栋荣 想起 年半前
2645,基友们 早上好 我用 农行 卡买 昨天 3.3266
2646,好戏 后头
2647,近百年来 首次 指连跌 A股 影响
2648,大跌 今年以来 44
2649,医药 反弹 告诉
2650,5.20 投资 分享 央行 降息 提振 市场 信心 市场 反弹
2651,这鸡 亏了 几百亿
2652,斗基 大赛 005827
2653,太难
2654,A股 独立 不惧 美股 暴跌 A股 走强
2655,2022 18 欧美 指数 收盘 状况 截图 所示
2656,孤身 进全仓 模样 对峙 绝望
2657,小財 理财 20 操作 攻略 消费 金融 高端 制造 半导体
2658,收盘 第一次 站上 3100 行情 持续 多久
2659,一年 惨样 滴汗 滴汗 滴汗
2660,基民 大幅 亏损 多久
2661,OTCFUND 005827 好几年 总感
2662,满血 复活 加油 加油
2663,纯白
2664,要涨 点力 拿出 大哥 样子
2665,每日 点评 20
2666,退钱
2667,行情 走势图
2668,何年何月
2669,29 个点 咋整
2670,平安 银行 几千万 大哭
2671,基友们 520 快乐
2672,死守 酒业 市场 无情 改变 观念
2673,市场 赚钱 能力 能力 赚钱
2674,yyds
2675,昨天 没加 行情 预料到
2676,国务院 常务会议 加大 金融 支持 实体 经济 措施 鼓励
2677,医药 齐涨 起色
2678,A股 三大 指数 暴涨 收复 3100 煤炭
2679,绿帽 一年 27%
2680,OTCFUND 005827 昨天 减了 一半
2681,一季度 我国 吸收外资 开门 外资
2682,尾盘
2683,太坑
2684,重仓 好几个 暴雷 招商 海康 威视 选股
2685,指数 强势 站上 3140 领涨 4% 止盈
2686,垃圾 自酒 涨得 跌比 跌得
2687,调整 到位 建仓
2688,走势 真给力 入手
2689,双重 起飞
2690,坑太深
2691,透透 芯片 机会
2692,好境 钓鱼 估计 下个星期 回去
2693,盈亏 日记 盈利 1.3 周五 市场
2694,32.58 咋办 割肉
2695,5.20 操作 利好 来袭 医疗 大涨
2696,煤炭 放量 大涨 今日 思路 分享
2697,A股 打架 总算 一致性
2698,拜拜 没亏 看着 半死不活 样子 真的 难受
2699,医疗 新能源 光伏 半导体 投资 分享
2700,震荡 横盘 筑底 反转 时机 暂且 补仓
2701,涨涨跌跌 操作
2702,补仓
2703,斗基 大赛 005827
2704,月份 市场需求 减弱 全国 一百多个
2705,20 多个 回暖 亏剩
2706,午评 上证指数 收复 3100 煤炭 食品饮料 领涨
2707,红利 越涨 估值 越低
2708,涨势 最少 四个 tm
2709,盘前 消息 汇集 今日 大盘 依旧 走出 独立 行情
2710,四个
2711,割以 咏志 看着 天天 心烦
2712,30% 收益
2713,多一点 雪中送炭 一点 锦上添花
2714,放点 养老
2715,海康 威视 有望 个点
2716,懒得 气若游丝 飞流直下
2717,宁德 时代 传来 利好 新能源 板块 能涨
2718,只基 回本 算上 30% 没敢 加仓
2719,各票 价值 区间 建仓 十年 必有
2720,爆涨 行情 一点 下午
2721,跌比
2722,脏猪
2723,一文 讲清楚 现金管理 新宠 同业 存单 指数
2724,财经 晨信 20
2725,30% 收益
2726,多空 雷达 17 分析 策略 光伏 锂电 芯片
2727,盘前 消息 汇集 外围 大跌 影响 走势
2728,垃圾 亏了 30%
2729,方向 糟糕
2730,日记 22 20
2731,当饭 下场 执迷不悟 不适
2732,涨回去 感觉 至少 一年
2733,死死 抱住 刘彦春掉 酒里 淹死
2734,难耗
2735,OTCFUND 005827 十大 重仓 全绿
2736,张坤坤
2737,真牛 十大 持仓 全绿
2738,滥竽充数
2739,40 1000 管理费 拖死
2740,喜欢 认同 投资 理念 坚定 持有 投资者
2741,股票 管理费 重仓
2742,业绩 招商 中证白
2743,酒基 跌跌 盘子 过大
2744,收评 光伏 大涨 后期 操作
2745,这基 行情 啥时候 回暖 今天下午
2746,5.19 投资 分享 A股 低开 市场
2747,明白 放手
2748,斗基 大赛 005827
2749,最惨 亏近 46% 大佬 业绩 曝光 15% 谢治宇
2750,禀赋 效应 影响
2751,基没 希望 值得 补仓
2752,请问 茅台 是从 强国 利器 可不
2753,复盘 指数 低开 赛道 大涨 耐心 黄金
2754,垃圾 到极点
2755,这支 最高点 百分 六十
2756,明星 没完
2757,蚌埠 实话 看置顶 那条 帖子 一乐
2758,净资产 一半 余额 一半
2759,兴奋
2760,3100 18 复盘
2761,周四
2762,真的 垃圾
2763,瘟猪 只顾 三大 股指 跌得欢
2764,水平 一条 坑跌 到工
2765,几天 帖子 出事
2766,肯定 止跌 1.76
2767,确实 不行
2768,持有 全是 垃圾股 绿油油
2769,一顿
2770,凉快 没理 鸟样
2771,垃圾
2772,调整 没事 大幅 接受 期待
2773,两年 补不动 信心 动摇 心累
2774,深井 天天
2775,逆天
2776,垃圾 水平
2777,真的 丧坤 一两年 起不来
2778,也许 少点
2779,申请 何年何月
2780,新低 鼓掌 鼓掌 鼓掌
2781,千万别 15 常态 亏了 55%
2782,OTCFUND 005827 秃头 一根
2783,十大 持仓 厉害
2784,OTCFUND 005827 仔细
2785,反弹 真的 真的
2786,发现 死脑筋 研究 股票 不调
2787,真棒 你老 天天
2788,垃圾 亏了 三十五个
2789,水平 太高 自选 倒数 第一 自选股 全绿
2790,明天 关键 17 复盘
2791,图片
2792,到极点
2793,到极点 明星
2794,垃圾 赎回 随意
2795,玩个 全绿 龙头
2796,张驴
2797,每日 点评 19
2798,几天 倒闭 出份力
2799,蠢笨
2800,垃圾
2801,想想 办法
2802,承认
2803,这条
2804,赶不上 热乎
2805,跌破 短期 支撑 指标 告诉 答案
2806,可恶 跌时 估值
2807,天下第一 忘不了 鞋生 好儿
2808,垃圾
2809,真的 失望 真的
2810,策略 深套 舒舒服服 管理费
2811,垃圾 王者
2812,几只 几天 暴跌
2813,下课
2814,厉害 跟着 张坤准 没错
2815,股票 全绿
2816,亏了 一年 管理费 收得 盆满
2817,跟着 不到 一年 西北风 微笑
2818,这辈子 一年 打开 账户 一看
2819,ccc
2820,下课
2821,垃圾
2822,秃驴
2823,只求 亏损 百分之二十 高岗站 望风
2824,坤哥 坤哥 努力 回本 告诉
2825,十大 重仓 全是 太牛
2826,活都 活不下去 喝酒 保健 充钱 打游戏
2827,科普 知识 600 多万条 老手 专业人士 同台
2828,换人
2829,OTCFUND 005827 自救
2830,无底洞
2831,管理费
2832,光伏 新能源 半导体 医疗 投资 分享
2833,OTCFUND 005827 两个
2834,日前 国家 发改委 发布 氢能 产业 发展 中长期 规划 20
2835,基民
2836,时不时 时刻 提醒 跟风
2837,OTCFUND 005827 垃圾 秃子
2838,风口
2839,穿着 拉拉 裤过 一辈子
2840,回本 之路 漫漫
2841,全绿 秃坤 水平
2842,今日 市场 震荡 调整 A股 原因 找到
2843,没见 乐色 乐色 公司
2844,眼睛
2845,醒醒 醉生梦死
2846,最终 予以 撤销 国内 光伏 产业 利好
2847,外面 翻天 股票 四五个
2848,小财 理财 19 操作 策略 分享 消费 医疗 半导体 高端
2849,权重 攻击 天天 做空
2850,持仓 全绿
2851,大盘 1.5% 垃圾
2852,医疗 垃圾 两只 晕死
2853,OTCFUND 005827
2854,挥泪 大清 不玩
2855,成本 滴汗
2856,疫情 该香 赚大 财力
2857,芯片 板块 时间 空间 调整 足够
2858,最差
2859,看好 芯片
2860,睡着 指数
2861,垃圾 一年 回来
2862,放眼 国际 特斯拉 德国 柏林 工厂 投产 宣传 开发 锰基
2863,5.19 操作 光伏 暴涨 今日 策略
2864,确实 徒有虚名
2865,难受
2866,光伏 新能源 半导体 医疗 投资 分享
2867,天天 天天
2868,买基 须知 规则 风险 叠加 道德风险 基民 难验
2869,真的 无药 可救
2870,mm 持有 重仓股 一支
2871,21 国家 能源 发布 全国 电力工业 统计数据 全国
2872,眼光 牛市 挣钱 水平 真是太
2873,天天
2874,哭泣
2875,44% 最惨
2876,大涨 小涨 小跌 大跌 盈利 小亏
2877,大平 理财 指数 大涨 全红 耐心 等待 重仓 机会
2878,垃圾
2879,这是 一只 活力 死鸡 难以 翻身
2880,5.18 操作 风险 减仓
2881,持仓 克拉斯
2882,社会 垃圾 恶心
2883,OTCFUND 005827 垃圾 凸坤
2884,17 纳指 收涨 2.76% 标普 500 指数 收涨 2.02%
2885,垃圾
2886,废物
2887,无底洞 微笑
2888,这鸡 确实 不行
2889,买入 卖出 交易 偏差 账户 一万多
2890,3.1
2891,重仓 股票 大跌 盯上
2892,二年 半死不活
2893,持仓 比例 最多 这是 喝醉 困惑
2894,一年 亏了 36 个点
2895,人多 地方
2896,坚挺 一年 两年
2897,价值 投资 十年
2898,过分
2899,永远 不调
2900,骗局
2901,稳住 稳住 下午 转红
2902,中概 大跌
2903,垃圾 两年 不行
2904,OTCFUND 005827 不愧 中国 巴菲
2905,优秀
2906,估值 不准 腾讯 美团 跌幅 做好 大跌 三四
2907,引咎辞职 好意思
2908,一年 35 个点 不让 人活 张坤能
2909,挺稳
2910,A股 三次 上攻 3100 未果 释放 信号
2911,无非 品牌 散户
2912,倒霉
2913,一年 亏了 25 个点
2914,全员 绿帽子
2915,辞职
2916,炸弹
2917,救活
2918,几支 一支
2919,10 隔壁邻居 他家 做客
2920,能干
2921,暴涨 不见 高开 多点 真特 垃圾
2922,真特
2923,最少 明天 赎回
2924,错过
2925,习惯 天天 常事
2926,垃圾
2927,垃圾
2928,韭菜 韭菜 暴跌
2929,垃圾
2930,财经 晨信 19
2931,BBQ
2932,完蛋
2933,暴跌 绿到 发慌
2934,日记 22 19
2935,耗光 家底 药茅 接近 8% 医药
2936,斗基 大赛 005827 该赛 周期 截止
2937,图片
2938,盈亏 日记 亏损 9000 周二 市场
2939,斗基 大赛 005827
2940,垃圾 不行
2941,收评 光伏 上涨 下跌 近期 策略
2942,昨天 涨点 回去 咋整
2943,每日 点评 18
2944,海康
2945,尾盘 拉升 一波 想着 搞不好
2946,收评 光伏 上涨 下跌 近期 策略
2947,丘栋荣 专户 之谜
2948,光伏 新能源 半导体 医疗 投资 分享
2949,股民 1.97 基民 7.2 股票
2950,限购 加仓
2951,图片
2952,3100 久攻不下 A股 底气不足
2953,清仓
2954,好好 总在 涨跌 之间 摇摆不定
2955,消费 方向 昨天 消费 数据 出台 表现
2956,没意思 管理费
2957,看着 一群 傻瓜 这颗
2958,咬牙 忍一忍 迎来 拉升
2959,新能源 汽车 半导体
2960,心累
2961,央行 上海 总部 推动 金融机构 加快 对接 复工 复产
2962,加仓
2963,银行 板块 投资 主线 信用 增长 区位
2964,大平 投资 分享 缩量 上攻 压力 关口 机会
2965,买买
2966,多空 雷达 18 分析 策略 抄底 专业
2967,银行 板块 投资 主线 信用 增长 区位
2968,信坤坤 永生
2969,小財 理财 操作 攻略 分享 高端 制造 半导体 持仓 分析
2970,医疗 葛兰 兴奋 兴奋 兴奋
2971,Fund 群英 交银 三剑客 之外 执掌 消费 玄铁重
2972,5.17 复盘 明日 关注 板块 机会
2973,垃圾 卖跌
2974,隔壁 不用 加点
2975,永远 全国 最差 超越 用不上 十年
2976,OTCFUND 005827 秃头 亏钱
2977,OTCFUND 005827 感觉 买什
2978,莫慌 莫慌 莫慌
2979,OTCFUND 005827
2980,哥要 淡定 静下心来 操作 节奏 感觉
2981,一朵花 没开 俏皮 俏皮 俏皮
2982,没人
2983,东西 对冲
2984,指数 震荡 走弱 小盘股 活跃 后市
2985,垃圾
2986,重仓 玩意 老鼠 公司 没人管
2987,回去
2988,散户 资本 奶牛
2989,海康
2990,完蛋 犊子
2991,百分之二十
2992,吐血 行情
2993,没次 首当其冲
2994,财经 晨信 18
2995,美股 大涨 一揽子 利好 消息 解读
2996,新能源 暴涨
2997,萧楠 持仓
2998,算大涨 食品 还好 海康 半死
2999,日记 22 18
3000,盈亏 日记 盈利 2.6 周三 市场 延续 反弹
3001,收评 新能源 下跌 加仓
3002,回本 跪求 百分之四十 涨停 求求
3003,买点 基建
3004,市场
3005,小财 理财 行情 回顾 独立 行情
3006,好久没 500 300
3007,一年 账面 盈利 4w 盈利 2q 经历
3008,持有
3009,持仓 吓人
3010,新能源 半导体
3011,震荡 上行 不错 慢慢 修复
3012,每日 点评 17
3013,持有 帽子
3014,冒泡
3015,冒个
3016,还好
3017,不亏 一哥 爱坤永 相随
3018,好久没
3019,不错
3020,收评 新能源 半导体 大涨 近期 操作
3021,收评 新能源 半导体 大涨 近期 操作
3022,加仓
3023,几天
3024,有没有 一个点
3025,小財 理财 收益 长线 优势
3026,行情 走势图
3027,新能源 光伏 半导体 医疗 投资 分享
3028,温馨 提示 下周一 香港 市场 休市 故含
3029,国务院 常务会议 财政 货币政策 就业 优先 导向
3030,新周 操作 建议 一周 板块 仓位 轻者
3031,A股 很强
3032,逃离 正确 药酒
3033,600 规模
3034,新能源 半导体 反弹 没戏
3035,这下 真的
3036,垃圾 30%
3037,海康 清仓
3038,3100 压力 外资 大幅 流出 行情
3039,能力 投资 成败
3040,林森 离职 同款 值得 托付 新益
3041,指数 冲击 3100 受阻 回落 该不该 加仓 操作
3042,市场 冲高 回落 半导体 光伏 新能源 军工 加仓
3043,喧嚣 熊市 方显 英雄本色
3044,5.15 复盘 医疗 军工 半导 新能源 行业 估值
3045,A股 机构 出手 赛道 反弹 股票 尾盘
3046,价值 投资 笑话
3047,5.17 投资 分享 市场 处于 估值 低位 板块 值得 关注
3048,时间 检验 好基 唯一标准 震荡 筑底 多点 耐心
3049,为啥 个股 大涨 只涨 一点
3050,价值 投成 笑话
3051,海威 康视 真的
3052,2020 年入 坑定 星期 一笔
3053,三四个 叹气 叹气 叹气 叹气
3054,劳资 后悔 没转 新能源 后悔 肠子
3055,外围 涨跌互现 A股 负重 前行 韧性
3056,表现 感觉 全靠 招行
3057,坤子 稳倒 亏损 十几个 徘徊
3058,城市 短时间 连续 出台 多个 放松 政策 本轮 放松
3059,银行 板块 投资 主线 信用 增长 区位
3060,A股 反弹 医药 光伏 芯片
3061,浪费
3062,真差
3063,反弹 tm 大涨 行情 死样
3064,行情 配得 垃圾
3065,早盘 指数 上涨 北向 资金 流入 医疗 走弱 金融 半导体 电子科
3066,这货 回事 天天 不活
3067,23 大头 操作 策略
3068,18 央行 外汇局 提出 金融服务 加大 支持 实体
3069,早就 重视 美团 忽视 海康
3070,NN 每次 多涨
3071,ntm 垃圾
3072,下台 好意思 位置
3073,海康 威视 没关系 下个季度
3074,海康
3075,海康 威视 爹妈 临走前
3076,10 大仓 爆雷 雷王
3077,实盘 周报 首套 房贷利率 下调 下周 迎来 地产 行情
3078,海康 威视 赶紧 每次 拖后腿
3079,毕业 人生 第一个 10
3080,长沙 出台 楼市 新政 鼓励 存量房 出租 方案 长沙市
3081,海康 威视 哪天涨 得意
3082,明星 操作 去年 年初
3083,海康 威视
3084,报团 操作 股民 差劲
3085,只基 操作 亏损 最多
3086,海康 威视 天天
3087,对冲 不行
3088,有人 账号 登录
3089,财经 晨信 17
3090,盘前 消息 汇集 经济 数据 出炉 行情
3091,几年 存到 银行 稳稳 战胜 百分之
3092,盘前 播报 短期 市场 反弹 这一 数据 关注
3093,新锐 TOP10 重仓 房地产 最受 机构
3094,上周五 欧美均 反弹 A股 再涨
3095,多重 利好 之下 A股 冲高 回落
3096,混合型 证券 投资 产品 资料 概要
3097,连跌 两天 指标 发现 主力 真实 意图
3098,日记 22 17
3099,回本 一步
3100,发光 意志 消沉
3101,可转债 快速 coco
3102,盘前 播报 美股 大幅 上涨 A股
3103,小財 理财 行情 回顾 医疗 消费 金融 下跌 居前 行情
3104,这一关 16 策略
3105,关键 窗口期
3106,波浪理论 关注 市场 长期 走势
3107,探底 谨慎 乐观
3108,卧龙 凤雏 两个 俏皮
3109,周末 说好 一堆 利好
3110,腰斩
3111,每日 点评 16
3112,进场
3113,专家
3114,斗基 大赛 005827
3115,没救
3116,垃圾
3117,5.16 投资 分享 医疗 跌跌 不休 现今 抄底
3118,茅台
3119,市场 企稳 上车 芯片 etf 上周 不错
3120,A股 旱地 拔葱式 大涨 核心 原因 三个
3121,机会 抄底 感觉 机会 008888 做个
3122,亏损 30%
3123,千亿 顶流 人均 亏损 百亿 明星 值得 信赖 聪明
3124,关注 跌得 诺安 成长 跌得
3125,公司 地址
3126,建仓 芯片 指数 008888 三星电子 代工 客户
3127,千亿 规模 权益 市场 大幅 调整 湮灭
3128,段时间 表现 季报 加仓 美团
3129,下午 能拉 这面 吃定
3130,100 30
3131,负责人
3132,垃圾
3133,指数 高开低走 看少动
3134,海康 妖股
3135,医疗 新能源 光伏 半导体 投资 分享
3136,垃圾 此生
3137,5.16 操作 策略 分享
3138,5.14 操作 策略 分享
3139,这鸡 生成 两天 生蛋
3140,垃圾 天天 对冲
3141,天天 大盘 服气
3142,发生 撒子 数据 看不见 持仓 信息
3143,看不见
3144,交了 万五 学费
3145,持仓 看不见
3146,没意思 一万五 学费
3147,废物 距离 两年 364
3148,莫慌 莫慌 莫慌
3149,两个 点够
3150,金牛 持有 基民
3151,一年 退休 永远 神坤 落到 基民
3152,爱坤永 相随 誓言
3153,涨得 最少 跌得 最多 真有 tm 人才 千古
3154,指数 高开低走 午后 有没有 反攻
3155,垃圾 垃圾 垃圾
3156,收评 新能源 上涨 下跌 近期 操作
3157,收评 新能源 上涨 下跌 近期 操作
3158,跷跷板 行情 煤炭 银行 发力
3159,这水 水花 压得 真好 捂脸
3160,5.13 操作 策略 分享
3161,财经 晨信 16
3162,盘前 消息 汇集 市场 维稳 行情 震荡
3163,社融 遇冷 套房 商贷 利率 下调
3164,日记 22 16
3165,大盘 面临 方向 选择 指标 发出 回调 信号
3166,外资 一周 减仓 A股 70 多亿 下周 市场
3167,下周
3168,周末 消息面 重磅 指五 连阳 3100
3169,一周 复盘 收益 16617 投资 组合 搭配
3170,指数 型基金 通俗易懂 解释
3171,月底 五月 加持 68
3172,周评 社融 数据 低于 同期 下周 板块 操作
3173,五千 周投 一万 圆弧底
3174,光伏 军工 医疗 新能源 煤炭 分析 下周 计划
3175,10 赎回 几号
3176,建议 海康 美团 位置 换下
3177,新能源 光伏 医疗 半导体 投资 分享
3178,社融 数据 几个 重点 读懂
3179,选对 慢进 选错
3180,人心 队伍 不好
3181,小財 理财 收益 银行 港基 消费 分析 持仓 思路
3182,回本 大爷 跪求
3183,OTCFUND 005827
3184,一年 没长
3185,盈亏 日记 亏损 400 明天 周五
3186,投顾 项目 周报 20220513
3187,5.12 投资 分享 医药 补涨 煤炭 冲高 回落
3188,美股 三大 指数 集体 大涨 下周 A股
3189,持仓 股票 腰斩
3190,水平
3191,持有
3192,组合 周报 正表 20220513
3193,盈亏 日记 盈利 6900 下周 A股 有望 延续 反弹
3194,名单 公布 盈亏 经历 滴蜡 复盘 38
3195,小跌 关键 指标 显示 周一 会涨
3196,每日 点评 13
3197,喜提 连涨 关键 指标 看清 主力 意图
3198,滴汗 滴汗
3199,心疼 500 多亿
3200,财经 晨信 12
3201,海康 斩仓
3202,资金 博弈
3203,帖子
3204,今日 市场 反弹 结束 关注 板块
3205,十个 行情
3206,估计 减仓 海康
3207,净值 估值 抢先一步 大跌
3208,大盘 百分之十几 回调 百分之八十 坤哥
3209,大盘 回调 百分之十几 这支 回调 百分之八十
3210,币圈 一夜 巨震 比特 信仰 崩塌
3211,海康 威视 关系
3212,加仓 美团
3213,海康 威视
3214,投资人 交流 交流
3215,海康 威视
3216,雷小 能手 腾讯 海康 招行
3217,5.13 投资 分享 市场 估值 处于 历史 低位 信心 黄金 更重
3218,换个 良心
3219,午评 A股 冲高 回落 午后 依然 机会
3220,收评 新能源 半导体 大涨 行情
3221,信贷 投放量 增价稳 息差 业务 贡献 有望 提速
3222,大平 投资 分享 大盘 震荡 坚挺 耐心 等待 机会
3223,这波 跳水 属实 没看 这基 好好 持有
3224,冯柳 顶流 海康 威视 美国
3225,总经理 老师 周末 愉快 友情 提醒 建议
3226,私募 魔女 吹响 中证 1000 集结 战否
3227,2.9 感觉 无望
3228,价值 投资
3229,盘子 太大
3230,大哥 快点 睡够
3231,wuli 欧巴 商业模式 自下而上 宏观
3232,OTCFUND 005827 海康
3233,乐色
3234,神基 高接 能手 平安 银行
3235,没赚 过钱 好评
3236,海康 威视 天天
3237,医药 新能车 光伏 半导体 军工 最新
3238,市场 来到 平衡点 关注 仓位 反弹 延续 概率
3239,中概 不行
3240,垃圾 不涨 你会 买个
3241,一季度 我国 吸收外资 开门 外资
3242,海康 威视 气出 内伤 mmb 天天
3243,东西
3244,18 央行 外汇局 提出 金融服务 加大 支持 实体
3245,美联储 鹰声 资产 压力 趋紧
3246,人民币 汇率 持续 走弱 经济 生活 A股 带来 影响
3247,对冲
3248,感觉 此基 之中 晚期 令人恼火 心烦 恶心
3249,海康 这支 坑苦
3250,浮亏 行情 不太好
3251,清仓 好赚 管理费 一张
3252,死猪不怕开水烫
3253,芭比
3254,重仓 海康 银行 香港 交易所 10 重仓
3255,炒股 不想 投给 炒股
3256,腾讯 美团 反弹 海康 威视
3257,海康 威视 对冲
3258,回本 清仓
3259,对冲
3260,海康 威视 那天
3261,涨死
3262,新浪 报道 中庚 满仓 美团 看好 互联网 哥美
3263,恒生 这鸡 不动
3264,盘前 播报 欧美 集体 回落 A股
3265,海康 威视
3266,早点 篇文章 错过 业绩 拔尖
3267,海康 威视 去年 没行 大部分 时间
3268,A股 滞涨 已见 操作 关键 提前
3269,雷王 一堆 上涨 海康 威视
3270,海康 威视 .. 几个 交易日 30 个点 孤儿
3271,城市 短时间 连续 出台 多个 放松 政策 本轮 放松
3272,海康 威视
3273,玩意儿 基民
3274,被套 20 多点 海康 至少 百分 30
3275,坤哥 老婆 辛苦 消停
3276,海康 跌停
3277,海康 玩意 只跌 不涨 看着 恼火
3278,一颗 耗子 打坏 锅汤
3279,天天 爆雷
3280,震荡 更好 持基 体验 招商 FOF 凸显
3281,光伏 风电 再迎 利好 能涨
3282,垃圾
3283,海康 威视 利益 来往
3284,反弹 一波 下跌 主机
3285,35 啥时候 回本
3286,慢慢 反弹 基回本 希望
3287,垃圾
3288,广州市 迎来 第三 房贷 降价 此轮 调价
3289,外资 今日 出逃 抛售 茅台 中国 平安
3290,盘前 消息 汇集 关注 芯片 板块 表现
3291,财经 晨信 13
3292,欧美 跌多涨少 表现 较弱 A股 挺起 脊梁
3293,陆家嘴 财经 早餐 563000 2022 05 13
3294,风控 日报 563000 20220513
3295,A股 下跌 市场 下跌 原因 找到
3296,日记 22 13
3297,大平 理财 耐心 等待 满仓 时机 信心 黄金
3298,明天
3299,外资 大幅 流出 茅台 宁王 短期 关注 一点
3300,市场 冲高 回落 明天 震荡 上行 阳线
3301,明星 回撤 61% 软件 算错
3302,波动 一点儿 不好
3303,小财 理财 行情 回顾 分析 行情 表现 几点
3304,规模 再减 一半
3305,每日 点评 12
3306,棒棒 延续 昨天 上涨 行情
3307,OTCFUND 005827 终于 调仓
3308,老鼠 举报
3309,不行 换人 水平 差劲
3310,盈亏 日记 盈利 2.8 努力
3311,橱窗 增加 规模 增速 太快 真的 会影
3312,收评 医疗 上涨 加仓
3313,下岗
3314,几天 算上 跌幅 回撤
3315,盈亏 日记 盈利 万多 明天 周四
3316,一季度 我国 吸收外资 开门 外资
3317,房地产 市场 值得 投资 不想 承担
3318,为啥 导致 只跌 不涨 你何
3319,午评 医药 券商 新能源 半导体 看法
3320,姥姥
3321,去年 六月 八百多 五百多 还够 糟蹋 一阵子
3322,去年 六月 广发 交易所 拖儿 推荐
3323,垃圾 崽子 改变 下跌 局面
3324,海康
3325,对冲 第一 不要脸
3326,tmd 腊鸡
3327,垃圾 玩意
3328,国务院 常务会议 加大 金融 支持 实体 经济 措施 鼓励
3329,左手 显微镜 右手 望远镜 投资者 发出 两年 之约
3330,外资 香港 香港 交易所 只能 阴跌
3331,月份 市场需求 减弱 全国 一百多个
3332,A股 兑现 箱体 回落 预期 高位 人气 退潮 尾盘
3333,看着 曲线 熟悉 发现 东西 韭菜
3334,医疗 半导体 新能源 光伏 投资 分享
3335,重仓 香港 交易所 银行 海康 哪天涨 天天
3336,反弹 一波 下跌 主机
3337,不演
3338,回本
3339,5.11 暴涨 减仓
3340,废物
3341,多点
3342,弱势 行情 买入 货基 选择 买入
3343,心态 真的
3344,每日 问答 低吸 低位 点定 高位 卖出
3345,太累
3346,新能源 芯片 光伏 医药 稀土 解读
3347,持股 轮番上阵
3348,财经 晨信 11
3349,5.10 投资 分享 无惧 调整
3350,典型 躺平 盘子 不思进取
3351,垃圾
3352,回事 大哥
3353,谢治宇 草鞋 不配
3354,勇者 认清 投资 真相 依然 拥抱
3355,北向 资金 连续 三周 流入 消费 聪明 提前 布局
3356,不涨 跟着 大跌
3357,海康 真的
3358,真拉
3359,菜虚坤
3360,金融 负责 金融 行业 巧合
3361,欧市 反弹 大跌 A股 再接再励
3362,重仓 香港 交易所 哪天涨
3363,一泻千里
3364,盘前 播报 周四 魔咒 打破
3365,小財 理财 行情 回顾 港基 银行 半导体 高端 制造 分析 行情
3366,风控 日报 563000 20220512
3367,陆家嘴 财经 早餐 563000 2022 05 12
3368,日记 22 12
3369,多头 冒进 上攻 A股 指数 突破 箱体 上涨 行情 延续
3370,自购 市场 低位 担忧
3371,张基 不行
3372,活在 恐惧
3373,欧美 市场 止跌 A股 再涨
3374,盈亏 日记 亏损 2000 周二 市场
3375,22 国家 发展 改革 能源 印发 十四五
3376,今日 反弹 结束 估值 低位
3377,大平 理财 热门 赛道 反弹 恭喜 口吃
3378,每日 点评 11
3379,没拉垮 上涨 市场 人气 回升
3380,老套路 点跌点 直至 清盘 鼓掌 鼓掌 鼓掌
3381,小財 理财 收益 创业板 消费 港基 持仓 分析
3382,张张 吹牛 价值 投资 投了 两年 35 个点
3383,收评 新能源 半导体 大涨 行情
3384,收益 一只 几次 依然 占用
3385,贵州 茅台 压盘 好难
3386,涨过 明天 爱坤
3387,涨得 乌龟 慢跌 泻药 金牛
3388,亏惨 回本 难上加难
3389,上当受骗
3390,做过 过山车 习惯
3391,大平 投资 分享 大盘 看涨 谨防 拐点 短暂 撤退
3392,2022 风电 新增 装机 5.73 GW 去年同期 3.57 GW
3393,季报 季度 规模 123 不谈 宏观
3394,一年 回本 距离
3395,希望
3396,红利 ETF 515180 受益 通胀 环境 防御
3397,3000 保卫战 个股 普涨 反击
3398,去年 年末 三大 指数 持续 震荡 走低 并于 下旬
3399,终于 发力 加油
3400,严查
3401,真的 离谱
3402,持有
3403,支付宝 金选
3404,看好 看好
3405,茅台 几天 没涨 美团 挺不错 希望
3406,赶紧 来人查 一查 这家 公司 肯定
3407,22 国家 发展 改革 能源 印发 十四五
3408,新能源 半导体 光伏 医疗 投资 分享
3409,时间 2022 23 SOURCEGlobal PBC SOURCEG
3410,一周 新能源 板块 幅度 回调 程度
3411,这基
3412,多空 雷达 11 分析 策略 光伏 锂电 芯片
3413,跳水
3414,为啥 下午 点前 不让 解释
3415,人才
3416,大涨 行情 医药 芯片 光伏 新能源 等加
3417,长胖 群食 这货
3418,大涨 不知 操作
3419,跳水 瘟鸡 摊手
3420,酒涨 个点 个点 酒跌 个点 个点
3421,秃驴
3422,持有
3423,新能源 上天 玩意 趴着
3424,郁闷死 回本
3425,还涨 大盘 真废
3426,卖掉
3427,鸡长 垃圾
3428,板块 轮动 一遍 轮不到
3429,这鸡 回本
3430,上证指数
3431,大哥 点力 点才
3432,去年 12 亏了 一半多 跌多涨少
3433,啥时候
3434,垃圾 垃圾
3435,持有
3436,赔钱
3437,两年 真的 无味 弃之可惜 恶心
3438,长期 持有 标签 不算 长期 一年
3439,全场 最差 点儿 脸行
3440,秃坤 劳资 估计 有生之年
3441,香港 交易所 涨过 抓狂
3442,二次 震荡 上行
3443,消费 行业 每次 涨得
3444,拉基
3445,小財 理财 行情 回顾 成交量 一再 缩减
3446,持仓 估值
3447,通通 很爽 拖后腿
3448,陆家嘴 财经 早餐 563000 2022 05 11
3449,拉稀 摆带 游刃有余
3450,秃驴
3451,.. 害人不浅
3452,19 持仓 一个样 拉鸡
